id,name,followers,favourites
951,andracostad,2023,4830
952,PaulRoweET,2070,43
953,JGarciaG1,2113,13979
954,etitc,2135,39
955,USSSuba,2141,108
956,EYColombia,2204,961
957,Carrillo_Concej,2223,2617
958,FranciscCardona,2241,219
959,ChipaVerde,2293,9531
960,EmirLopez81,2315,1202
961,EdAriasConcejal,2318,119
962,USSLaVictoria,2324,150
963,JairoArenasA,2349,30
964,USSCentrOriente,2352,634
965,VargasSilvaMV,2364,1205
966,ivancasasruiz,2392,512
967,neongreece,2411,1768
968,lavozdeporras,2413,86
969,FREDYGUERRAHERR,2424,922
970,UNINPAHU,2551,388
971,DIEGOFHERRERA,2621,377
972,USSChapinero,2658,153
973,JLpedraza23,2670,799
974,USSSanCristobal,2684,173
975,AnzolaDeToro,2743,12001
976,EmelRojasC,2746,3501
977,dmarcordoba,2789,557
978,FVSDistrito,2812,473
979,German_garciaM,2845,1521
980,Director_IDPAC,2875,8471
981,USSFontibon,2908,1888
982,borysmontes,3028,154
983,Orlandomolano71,3049,2362
984,USSOKENNEDY,3089,668
985,LaCarinosa610AM,3094,373
986,bogdoymipalabra,3102,1288
987,freddykastro,3129,14758
988,milloSanabria,3138,2449
989,Metrovivienda1,3202,147
990,JDCastellanosO,3283,2392
991,FPuentess,3294,1917
992,DiegoDeviaT,3313,3191
993,USSDelSur,3339,552
994,USSTunjuelito,3360,783
995,USSimonBolivar,3361,71
996,RolandoGonGa,3381,1352
997,PatriciaMosq,3410,479
998,soybernardopolo,3440,1936
999,AyaraCol,3523,1481
1000,juancramirezs,3536,3583
1001,FONCEP,3560,155
1002,PedaleaXBogota,3597,283
1003,Fundacion_Exito,3616,2427
1004,CarlosMunozD,3634,3362
1005,nelsoncubides,3662,1917
1006,diariobogotano,3709,609
1007,TeatroVMayor,3830,782
1008,victorballestas,3853,7486
1009,USSUsaquen,3966,348
1010,ServicioCivilD,3973,210
1011,EnBogota1Mas,4273,3814
1012,Yefer_Vega,4382,1613
1013,JackPriga,4417,8799
1014,insor_colombia,4457,3950
1015,colegiosbogota,4474,82
1016,acgina,4787,1895
1017,loteriadebogota,4789,2495
1018,Anitavelez9,4974,4854
1019,Reporteropablo,5000,13272
1020,USSPabloVI,5084,4200
1021,LibroAlViento,5084,240
1022,alvaro_aldana,5154,5810
1023,AntonietaCano,5160,392
1024,LuisOrlandoS,5211,39417
1025,JULIOC_ACOSTA,5214,2858
1026,alvaroargote,5459,66
1027,arteasab,5523,38
1028,arivas7,5593,792
1029,FranciscoporBta,5600,10806
1030,Elbayabuyiba,5603,32313
1031,luismorales0621,5629,4433
1032,CristinaVelezV,5644,11940
1033,ana_cuesta,5966,1254
1034,CONCEJALCELIO,6037,177
1035,DadepBogota,6042,2592
1036,ChapineroET,6070,538
1037,SePuedeSer,6188,3878
1038,ferrojasparra,6201,480
1039,ViveLabBogota,6238,1278
1040,WRADIOCOLOMBlA,6275,0
1041,ContraloriaBta,6285,130
1042,guevaraamazonia,6299,17
1043,UniLibertadores,6309,1350
1044,OscarG_Sanchez,6355,2773
1045,GavoBarreraM,6692,1790
1046,personeriabta,6785,952
1047,Combo2600,6795,754
1048,MariaClaraName,6799,958
1049,ProBogotaRegion,6810,961
1050,hosman_martinez,6885,8162
1051,SilvaMoyano,6895,6130
1052,BogotaInter_nal,6959,5519
1053,SeguridadBOG,6963,4345
1054,robertohin,6997,3095
1055,ALantonionarino,7122,1965
1056,AForeroM,7317,3370
1057,prensabenavides,7371,47553
1058,FestalParque,7424,61
1059,DistritoJoven_,7428,3200
1060,contrataenlinea,7433,1199
1061,bogota_social,7589,3546
1062,AlcaldiaBunidos,7741,802
1063,SaraAbril_G,7902,401
1064,investinbogota,7939,1658
1065,rafaeluribeu,7983,3068
1066,LocSanCristobal,8330,2266
1067,jfgrillo,8436,2411
1068,STransparencia,8487,5930
1069,Hoyporhoy11am,8536,1025
1070,dhidalgo65,8554,93006
1071,sgeneralbogota,8705,4042
1072,adebogota,8859,102
1073,Jorgebta,9034,8857
1074,teusaquillo13,9066,831
1075,luciabastidasu,9430,21935
1076,luisgrubert,9465,245
1077,FAO_Colombia,9486,7623
1078,Alca_Martires,9486,2881
1079,UsmeAlcaldia,9512,637
1080,ArchivodeBogota,9552,6532
1081,SubLGBT,9556,2276
1082,NattiRueda,9717,2557
1083,EnVosConfio_,9879,3205
1084,AlcaldiaSantaFe,10043,1392
1085,alcaldiausaquen,10504,85
1086,CVPBogota,10516,3533
1087,colombiacompra,10689,1666
1088,Localidad16,10732,654
1089,comunidadUPN,10869,575
1090,AguasDeBogota,10975,4086
1091,VeeduriaBogota,11118,2178
1092,leosierra065,11262,6424
1093,ProtectYourHome,11274,487
1094,VarkeyFdn,11409,6746
1095,dcRadioBogota,11418,8836
1096,GloriaDiazM,11679,6904
1097,mediamaratonbog,11729,2381
1098,secredistmujer,12217,3370
1099,Alcandelaria_,12243,1026
1100,EruBogota,12384,1395
1101,Fontibon_Bogota,12814,2482
1102,ALCALDIASUBA11,13015,6315
1103,angelagarzonc,13019,8990
1104,Alcaldiakennedy,13262,6914
1105,TaxiSuperAtos,13530,6737
1106,ALCBolivar,13701,1366
1107,TransitoBta,13919,339
1108,OverDoradoC,13925,303
1109,Bocarejo_JP,14541,1505
1110,HopMedia16,14638,1203
1111,WorldVisionCO,14670,2959
1112,7MarcoFidelR,14872,10325
1113,FestivalCentro,15384,1544
1114,isakmosquera,15457,1915
1115,AlcaldiadeBosa,15508,2630
1116,IDTBogota,15649,12628
1117,juliandezubiria,15884,3608
1118,PremiosCarrona,16183,4409
1119,Patrimoniobta,16235,5457
1120,CatastroBogota,17868,7003
1121,195Bogota,17902,795
1122,CicloviaBogota,18124,2504
1123,Uaesp,18374,3958
1124,CNSCColombia,18948,620
1125,IPESBogota,18953,3417
1126,CAR_Cundi,18956,1554
1127,VictimasBogota,19054,11352
1128,humedalesbogota,19157,2544
1129,TrendsBogota,19296,1
1130,JorgeEmilioRey,19395,4073
1131,Areandina,19515,3103
1132,JairoCardozoS,19778,1207
1133,AnimalesBOG,19952,4492
1134,CundinamarcaGob,19953,4137
1135,PachoAlerta,20011,53
1136,udistrital,20251,6975
1137,mjsarmientoa,20370,4549
1138,HaciendaBogota,20545,457
1139,Bogocine,20981,429
1140,UMVbogota,21040,404
1141,DanielPalam,21077,5891
1142,planeacionbog,21421,1239
1143,AntonioSanguino,21459,934
1144,DanielMejiaL,21576,2519
1145,SergioFerG,21994,6370
1146,DOBLEU2009,22236,238
1147,LaudEstereo,23072,5175
1148,UniversidadUNAD,23425,2893
1149,HSBnoticias,23439,290
1150,DesEconomicoBog,23613,7884
1151,bogotacomovamos,24086,1277
1152,idipronbogota,24672,1214
1153,JPEcheverry,24981,39311
1154,BogotaDCTravel,25880,3672
1155,BogotaParticipa,25943,20741
1156,MichelVdBel,26145,2310
1157,IDIGER,26328,1386
1158,ConcejoDeBogota,26366,9062
1159,MisionONUCol,28924,3143
1160,CodensaEnergia,29237,404
1161,CinematecaBta,30750,3527
1162,JoseMAcevedo,30767,6915
1163,MediaTorta,31379,1074
1164,SiALaPaz,31699,6538
1165,MiguelUribeT,31707,3615
1166,HoracioJSerpa,32932,15063
1167,habitatbogota,33907,4308
1168,YesidLancheros,34945,1024
1169,trendinaliaCO,37345,14
1170,CaiVirtual,39974,5863
1171,bogota_emprende,40757,840
1172,UnionMetrics,44408,1880
1173,Policia924FM,46560,4284
1174,JaimeCastroC,47164,82
1175,gloria_stella,48721,1185
1176,SectorSalud,53200,2505
1177,TeatroJEG,53476,410
1178,cristianavas_,55250,22095
1179,URosario,56862,800
1180,PoliciaBogota,56863,13101
1181,AurelioSuarez,57279,476
1182,jbedoyalima,57507,2514
1183,integracionbta,59404,14830
1184,LeggeRob,61632,24810
1185,Yanelda,65910,455
1186,BogotaTransito,80734,95
1187,BomberosBogota,81482,5912
1188,idubogota,86059,4439
1189,ComisionadoPaz,98849,5182
1190,GobiernoBTA,100473,5300
1191,MetroBogota,104721,115
1192,colombia_hist,106438,14178
1193,TeAmoBogota,119384,100
1194,taptaptap,119712,142
1195,rockalparquefes,129802,133
1196,ErikaFontalvo,157042,4852
1197,PGN_COL,187246,2542
1198,CGR_Colombia,192112,1093
1199,JuanLozano_R,192959,8133
1200,Juan_Florez,255141,974
1201,ArribaBogota,256028,669
1202,TransitoPolicia,339927,1336
1203,oppenheimera,410177,162
1204,HOLLMANMORRIS,460494,9842
1205,KissAppSL,502840,0
1206,bbcmundo_ultimo,550953,24
1207,MuniLima,719491,515
1208,COL_EJERCITO,768893,15658
1209,SaraTimes,769623,26
1210,apponeplus,798704,2
1211,Avianca,843754,1256
1212,PoliciaColombia,1075995,15934
1213,SectorMovilidad,1338411,4504
1214,Cine_Colombia,1450565,5809
1215,TransMilenio,1718372,4687
1216,EnriquePenalosa,1841318,146
1217,lafm,1996645,410
1218,BluRadioCo,2204364,5120
1219,twibbon,2219995,464
1220,rcnradio,2656100,591
1221,CaracolRadio,3331278,386
1222,WRadioColombia,3526977,2306
1223,AlvaroUribeVel,4739191,64
1224,JuanManSantos,5271124,496
1225,NoticiasRCN,7425713,1379
1226,NoticiasCaracol,7996664,2986
1227,johnypanama,3204,196188
1228,LaimaSofia,35,9
1229,UCatolicaInnova,90,5
1230,jusilva_asegest,93,188
1231,mtorayam,117,72
1232,caritocabuya,129,109
1233,jesusruedap,159,206
1234,labdelalma,170,101
1235,Agranadosleon,228,984
1236,ignaciojaramilo,239,248
1237,revista_hd,248,6
1238,Marymendoza05,248,250
1239,CaribeSeConecta,259,741
1240,eltalondaquiles,272,13
1241,isisbelajun,295,14
1242,gonviv,298,1079
1243,ComunInred,323,72
1244,trespuntoelearn,337,302
1245,yalecaro,373,172
1246,maussita29,411,268
1247,escuelalab,423,10
1248,avilcla,428,4
1249,OCMDigiDoc,434,296
1250,halopezf,439,151
1251,HdzMarcela,453,81
1252,patjarmar,456,439
1253,Andrea_Grisale,462,159
1254,JaimeABenavides,510,788
1255,CaMartinezz,555,82
1256,EnriqueCusba,603,529
1257,andreasandoval1,605,303
1258,anitarosales10,608,547
1259,MauroCMora,664,167
1260,acarovelez,671,33
1261,e_robotica,673,94
1262,CySrevista,675,14
1263,adryolmos,696,981
1264,JMPereira61,697,545
1265,AngelECamacho,714,85
1266,cbula09,722,89
1267,DiegoAPuerta,723,144
1268,loquelediga,754,275
1269,esferacolombia,766,448
1270,atherk,830,352
1271,42xys,841,1032
1272,diana_hincapie,850,189
1273,andreschiappe,868,3
1274,SanPatagonia,918,887
1275,leydermoque,959,268
1276,ajelasantos,1081,144
1277,uhernandez,1103,64
1278,Innovakit,1105,230
1279,OkkuTI,1143,313
1280,MilePolanco1,1157,830
1281,maritzacts,1177,333
1282,AnaKrisBorquez,1221,425
1283,anamilepalencia,1232,751
1284,adrianacorreav,1244,270
1285,HdigitalesAL,1251,275
1286,ctaunisabana,1322,388
1287,espana_digital,1366,107
1288,ANDigital_Col,1423,381
1289,hollman,1452,533
1290,feramosg,1511,334
1291,adriancarballo,1516,1054
1292,AndresMunozCast,1542,32
1293,noraseeker,1587,303
1294,BioCultural_,1668,203
1295,alcaldiasasaima,1681,842
1296,elpedalista,1685,582
1297,mRestrepo,1891,233
1298,igfspain,1912,535
1299,FTEducacion,1947,1
1300,ProFuturo_,1950,823
1301,alexricand,2263,818
1302,AFACOM_,2836,547
1303,piscosour,2947,617
1304,maurotov,3156,45
1305,digitalanthropo,3374,575
1306,JosepMiro,4180,1
1307,LibelulaDigital,4186,1096
1308,qadmon,4289,220
1309,OmarRinconTV,4504,741
1310,FerVal100,5235,1107
1311,mauricioweb,5520,815
1312,oscarduenas,6195,621
1313,intgovforum,6605,8
1314,aomatos,8242,755
1315,budismomexico,8265,286
1316,Nsociologica,8478,951
1317,iRedesBurgos,8508,721
1318,DiploIG,9597,5
1319,manuel_area,9616,6
1320,eLAC_CEPAL,9863,401
1321,peremarques,10275,22
1322,MartinPerez,11057,31
1323,Papajaime,11422,261
1324,jfreire,11536,0
1325,reportedigital,11689,733
1326,Talaentia,13731,8
1327,elpais_retina,14899,610
1328,sandopen,15746,17
1329,mres,16260,622
1330,alepholo,16479,778
1331,gsiemens,22264,6
1332,julianamatiz,22360,496
1333,ArtePresentar,22891,2
1334,sergi_fernandez,23361,164
1335,MatthieuRicard,23598,522
1336,piscitelli,27898,1086
1337,DalaiLama_es,28675,938
1338,BuenaVidaEP,30319,162
1339,annieburbano,33649,750
1340,InnovacionLat,34246,906
1341,norbeyquevedo,40638,26
1342,StatistaCharts,45335,138
1343,virginiog,46552,484
1344,mwassermannl,48236,34
1345,Alltop,48385,3
1346,ArielAnaliza,48446,1033
1347,observatorioedu,53203,1091
1348,ideas4all,54513,649
1349,MantillaIgnacio,55383,887
1350,MarioAlonsoPuig,59503,1
1351,dhammapada_es,64870,542
1352,ICANN,86515,191
1353,MorenoBID,116443,0
1354,tinybuddha,528639,0
1355,Tolaymaruja,1025502,670
1356,xataka,1342825,129
1357,GuyKawasaki,1443418,859
1358,fdbedout,1920398,132
1359,PirryOficial,2370665,95
1360,SriSri,4048422,2
1361,richardbranson,12382836,0
1362,hugoamadorcor,177,1261
1363,blamyri,338,4592
1364,Karen_Dlaw,424,6118
1365,Anfetamin4,431,4681
1366,SantiagoGM90,462,3423
1367,DATOFE,463,3482
1368,lilocortes,465,1184
1369,Fillipo,474,4610
1370,carguero,496,5969
1371,lilianamoreno,516,1257
1372,dianasilva76,552,4917
1373,jhonurena,574,1301
1374,Daesuke,603,1317
1375,AndresTovarF1,623,1444
1376,jaimealejandro,734,3589
1377,wilsonmantilla,747,1645
1378,sergiommedina,780,6515
1379,Soy_JuanDi,833,3958
1380,fernandavaldes,842,3817
1381,julsal23,874,1510
1382,Marketono,981,7097
1383,ErnestoJavierFT,1078,3721
1384,KateKaus,1103,1910
1385,FulyRendon,1112,11837
1386,Mafeperez,1172,1286
1387,albarpinto,1193,4719
1388,solonan,1203,1489
1389,cirila_thompson,1260,7133
1390,blpgirl,1286,1682
1391,mrochao,1290,6422
1392,mdlt,1364,4513
1393,DannySierraG,1394,1368
1394,dgavalo,1440,5141
1395,solidfoxdx,1557,9732
1396,JuanCRuizA,1594,1728
1397,Pachoman,1791,1259
1398,Rivierh,1947,1188
1399,EChavarro,1955,3893
1400,wdelbar,1978,10386
1401,mapisaro,2005,1675
1402,bedoyarf,2009,3311
1403,linhduned,2146,5040
1404,angelique_c,2162,1816
1405,olgacavalli,2193,5251
1406,saandreoli,2200,3256
1407,turemanso,2213,4864
1408,30dientes,2266,30439
1409,laduqueuk,2280,1649
1410,EdgarVillabonaR,2418,2430
1411,alvarojose18,2433,2743
1412,mafeardilalopez,2714,6968
1413,jaroldiazc,2956,42473
1414,marfossatti,3078,2595
1415,misslamase,3255,4933
1416,Cabildo_Digital,3403,22568
1417,Juana_Dulce,3409,25014
1418,AdolfoVRocca,3410,15319
1419,IlaMilkEs,3423,18109
1420,carloslugosilva,3426,5893
1421,ddbourne,3438,9848
1422,LACTLD,3478,2651
1423,javierdiazr,3509,1169
1424,mobixconsulting,3592,14024
1425,JGaviria,3728,5268
1426,robertobalaguer,3841,3471
1427,nllanon,3858,2533
1428,firigaray,3895,2352
1429,NUNCADESPUES,3957,7074
1430,InfotecINVES,4024,9229
1431,ricardocipago,4265,180443
1432,aleurreaos,4534,19617
1433,lernys,4593,2303
1434,juandacorrea,4636,16576
1435,sebasgrisalesr,4860,6892
1436,abarros,4986,1546
1437,ILCEedu,5029,2476
1438,verarex,5034,8140
1439,Trunimrod,5066,1480
1440,jcuerva,5366,3378
1441,fundacionceibal,5392,1744
1442,Santillana_Col,5412,2163
1443,issa_ave,5469,3446
1444,KAMIAN,5686,21991
1445,deboraslot,5906,6424
1446,javiersneider,6012,1931
1447,elizablabe,6184,8184
1448,moravec,6214,7836
1449,Antanas_J,6399,9479
1450,rosacris,6745,12006
1451,Namaste_Mandala,6876,5853
1452,oscarsotof,7120,2921
1453,pbongiovanni,7463,10886
1454,arttesano,8172,22190
1455,Hugo_pardo,8230,1300
1456,hectorarley,8237,5569
1457,dmartinezpr,8288,11418
1458,c_magro,8295,13172
1459,cmm_cenart,8460,2822
1460,DonLuisEduardo,8473,2067
1461,rec54,8517,1300
1462,NoTime_ToWaste,9402,4306
1463,lacnic,9760,1589
1464,mrduranch,9761,43375
1465,ICANN_es,9972,1421
1466,schuschny,10603,2160
1467,estratega,10621,5570
1468,marisabelmejia,11617,2501
1469,MaritoPino,11646,42648
1470,manuelgross,11733,1317
1471,RSEOnline,11811,1746
1472,AprenderJuntos_,12509,2635
1473,olgaramos,13032,1749
1474,refugiosociolog,13040,1219
1475,cristobalcobo,13420,3843
1476,srivero,14152,5310
1477,JoleRestrepo,14233,2401
1478,jrestrp,15160,17934
1479,RicardoMendivil,15479,5504
1480,cooking_ideas,15992,1341
1481,felipepoet,16216,26926
1482,enriqueburgos,16254,3505
1483,frascafrasca,20526,15315
1484,cscolari,20729,31330
1485,JordiJubany,20794,37656
1486,BIBOCol,21274,3420
1487,centro_news,23591,2156
1488,PabloHerreros,24031,14796
1489,javiercelaya,25006,1681
1490,wef_es,28244,1423
1491,AndyStalman,28824,25314
1492,yccpedro,29701,12268
1493,Telefinnovation,30000,2613
1494,marcapersonal,30656,2384
1495,ciespal,31127,6099
1496,jmbolivar,35333,20705
1497,GoogleActivate,35351,9820
1498,iElPrincipito,39781,16826
1499,internetsociety,40334,1809
1500,NoamChomsky_es,43119,2990
1501,gleonhard,43758,2571
1502,falcaide,45867,4029
1503,wobi_es,59266,3201
1504,MauricioJaramil,62890,49681
1505,Solano,65423,2067
1506,TwittBoy,67765,45342
1507,fundacionTef,71395,10803
1508,bilinkis,72968,10642
1509,Ariasvilla,89895,18376
1510,JurgenKlaric,91629,14461
1511,BID_Idear,98845,5072
1512,RazonPublica,99744,1991
1513,SarasolaKike,105622,3597
1514,diegocambiaso,121040,30739
1515,chemaalonso,126731,2722
1516,ThinkBig_open,132058,6080
1517,Pijamasurf,137151,1109
1518,jlori,153070,23387
1519,fidelcanoco,161840,1737
1520,BabaRamDass,180937,12004
1521,ManesF,250276,3601
1522,edans,273458,2598
1523,albertomontt,330212,5372
1524,thomaspower,340262,150745
1525,cshirky,344529,2270
1526,LaRedInnova,361722,6282
1527,JuanCMejiaLlano,393567,5697
1528,PajaritoDeIvan,492063,1614
1529,FastCoDesign,553122,9428
1530,malpensante,1144078,2501
1531,AntanasMockus,1847481,1581
1532,FastCompany,2309737,9243
1533,cala,3116662,23455
1534,petrogustavo,3244691,12965
1535,el_pais,6613984,1459
1536,WIRED,10376009,1834
1537,capitalbogota,126,0
1538,CursosVirtuale2,131,0
1539,Bogotamovilidad,133,0
1540,aikoraAk,139,0
1541,CasaCulturaSuba,166,0
1542,CPLpuentearanda,194,0
1543,hospitalfacatat,198,0
1544,LauDinamizadora,204,0
1545,ComisionDistrit,216,0
1546,Agoracol,224,0
1547,0muertexalcohol,225,0
1548,bogotaprotecto,237,0
1549,fnuevaesperanza,249,0
1550,BogotaesAmor,264,0
1551,DDDI_virtual,267,0
1552,epfuturo,268,0
1553,venaBogota,294,0
1554,SimEvacuacion,307,0
1555,SistemaUbikate,317,0
1556,Corplantta,321,0
1557,JardinesProfund,337,0
1558,educa_midas,355,0
1559,OPIACCOLOMBIA,378,0
1560,revelacolombia,385,0
1561,icit64,429,0
1562,Bogotavadelante,443,0
1563,eduesing,447,0
1564,SoachaJoven,456,0
1565,DiaPresidente,550,0
1566,TubogotaCo,555,0
1567,PlataformaLAB,606,0
1568,UAESPCOMUNICA,865,0
1569,iloveBogota1,885,0
1570,Bogota2038,1244,0
1571,unbogota,1688,0
1572,agendabogota,1713,0
1573,tiempobogota,2313,0
1574,jbbogota,2776,0
1575,YoSoyBogota,2946,0
1576,Montessoribased,3313,0
1577,BOGOTA_POSITIVA,3408,0
1578,365bogota,3617,0
1579,FiscaliaCol,585295,0
1580,B_LaConsolacion,5,0
1581,mileguzmanc,5,28
1582,HospitaldelSurE,8,0
1583,DADEP2,10,0
1584,msjorgeluis,13,0
1585,alcoholmenores,15,0
1586,luzhballesteros,17,5
1587,NewsDigitalSt,18,248
1588,slacp16,19,2
1589,InformanteCiuda,25,0
1590,neoesperancinos,26,0
1591,yovaal,26,1
1592,AmayaVargs,27,5
1593,liliamparocm,30,3
1594,Camilocomunica,31,375
1595,LaCandelaria17,32,0
1596,Cvirtualmep,37,2
1597,nuevafuerza1,44,0
1598,nuestroproyecto,44,0
1599,BuenasNochesBta,45,0
1600,NachoLeia,49,0
1601,VivaBtaCundinam,54,0
1602,AtenasBogota,55,0
1603,FundacionINTECC,58,0
1604,Allpatrawa,60,0
1605,empociudadano,60,0
1606,COLREPCOLOMBIA,65,0
1607,OLEngativa,66,0
1608,CideVirtualDist,67,5
1609,CENTROLA,71,0
1610,areaorientacion,76,0
1611,AdmDeportiva,77,0
1612,CenDocBogota,81,0
1613,RevistaAletheia,85,0
1614,PlanetaInfo969,93,0
1615,colrodtriana,97,0
1616,asomusicayarte,103,1
1617,CEUDFJC,104,7
1618,Victoria_Norte,106,5
1619,FusionJuvenilU,117,3
1620,urnaBcentenaria,117,0
1621,ParqueCantarran,120,0
1622,ACSOCOL,122,24
1623,Sopdisponal,123,3
1624,academiaangel,125,1
1625,edu_inclusiva,133,5
1626,almadecolombia,135,7
1627,DobleURivera,145,305
1628,guille2567,148,24
1629,vivirlafamilia,150,10
1630,GSLogicos,157,8
1631,RicaurteMagdale,157,37
1632,Cafamsantalucia,166,1
1633,REDCUNA,169,104
1634,Comparte_Suerte,173,117
1635,fundanortesur,175,11
1636,Mariamarillas,193,5
1637,RedMEBOG1,205,2
1638,prensalachucua,213,31
1639,INEM_Tunal,214,65
1640,RevImpactoEdu,232,6
1641,FundespONG,237,1319
1642,foreronoticias,240,3
1643,IEJoseAntonioGa,243,70
1644,Canamomosocial,245,1
1645,colectivomolier,246,1
1646,SenderosMemoria,267,6
1647,EduCaresFound,270,31
1648,EventosBogota2,271,1
1649,fundacionnugesi,274,2
1650,D_Visajoso,275,3
1651,fhabitat,277,12
1652,JAL_Teusaquillo,277,4
1653,fundaprodesa,286,1254
1654,ccomunicar,292,1
1655,pedagogia_2012,293,8
1656,NuevaAmerica,311,49
1657,Horizonteeduca,312,19
1658,corpodigerati,324,4
1659,topofilia,340,93
1660,MundoHabil,341,3
1661,gridntic,348,1
1662,RCAPITAL,354,2
1663,ObservaCulturas,359,255
1664,SLIS1213,372,3
1665,ASEEIMAR,375,16
1666,opitastereo,378,9
1667,CLIP_DS,378,114
1668,claluzpe,379,103
1669,escuelapadres,381,7
1670,Agora_joven,395,2
1671,educandote,419,2
1672,unicolombia,441,1
1673,LOSPALENKES,441,10
1674,Publicidad_CO,451,25
1675,OlaEscolar,453,59
1676,caragro,459,45
1677,mujeresprogrepa,470,388
1678,bellaflorTW,477,7
1679,colruraljcm,498,8
1680,pertribuna,506,3
1681,RevistaElRetiro,508,76
1682,FundacionApoyar,508,21
1683,PracticasComSoc,520,10
1684,ColegioSanPioX,526,107
1685,FreeCity_CO,529,1
1686,NodoBtaREDNEL,530,3
1687,Canal6colcable,532,20
1688,ludicacongreso,542,1
1689,FUNCORES,547,2500
1690,CCulturalCentro,547,3
1691,ASTROBLAA,551,9
1692,UrbanTestimony,561,295
1693,desudistrital,568,310
1694,Licomtec,598,2413
1695,innovcolombia,603,1
1696,jlcarrenos,604,209
1697,escuelapais,617,9
1698,marfajardot,626,15
1699,alcarmencarupa,638,7
1700,sylviacharry,641,414
1701,paulomolin,650,237
1702,Linea_106,676,656
1703,cultura19,679,769
1704,BogotaD_C,686,30
1705,1430amradio,688,30
1706,mchavarrob,691,7600
1707,alharacaCo,728,508
1708,LucevinGomez,750,46
1709,FUNCAEDU,752,37
1710,Aprofac,760,9945
1711,inescoeduca,762,9
1712,Puli_Colombia,796,4
1713,EducacionCT,815,181
1714,FundAcarpin,860,1
1715,CBVT_,876,113
1716,observavictimas,877,31
1717,escuelaparapadr,902,760
1718,controlinternoc,909,11
1719,Ustadistancia,909,50
1720,UxTIC_,927,18
1721,anaraffo,941,1100
1722,Oskarvaler,950,8464
1723,FundacionNatibo,962,132
1724,IMRDCHIA,966,2
1725,hsuarez2012,986,52
1726,CIVICOSBOG,987,34
1727,ANDERCOP,1000,34
1728,GrandesGenios,1055,2207
1729,COLSANTOTO,1057,29
1730,EsferaPublicarm,1091,291
1731,HVistaHermosa,1097,182
1732,AlcaldiamZulia,1106,33
1733,CSMSantaMaria,1130,20
1734,egresadosandina,1170,25
1735,ESESOACHA,1173,153
1736,ELPORTAVOZ1,1187,431
1737,_650887_,1240,6
1738,AlianzaPAN,1344,359
1739,corposeptima_c7,1362,167
1740,GestionRural,1426,553
1741,owlandclothing,1436,93
1742,funlazuli,1493,1269
1743,SigloDataMMI,1525,265
